Year,Energieträger,Value
2023,	Strom,542221
2023,	Heizöl EL,66403
2023,	Erdgas,959063
2023,	Fernwärme,254183
2023,	Biomasse,20014
2023,	Umweltwärme,5016
2023,	Sonnenkollektoren,4491
2023,	Flüssiggas,1729
2023,	Steinkohle,222
2023,	Heizstrom,1538
